date,regime,actual_y1y,q10,q50,q74,interval_width,actual_in_band
2024-08-15,Easing,4.134212837292959,3.5092123009837235,4.820444896237073,5.298443097066229,1.7892307960825051,1
2024-08-16,Easing,4.124006019472675,3.5081285451343023,4.820919154607004,5.298768513431089,1.7906399682967864,1
2024-08-19,Easing,4.163999910862001,3.5081322310801824,4.8213254862599975,5.298930695049821,1.7907984639696384,1
2024-08-20,Easing,4.089194993717735,3.508535754393458,4.822096199991442,5.299377572107499,1.7908418177140408,1
2024-08-21,Easing,4.112508918067352,3.5093506117148507,4.8226524267769015,5.300059998659049,1.7907093869441981,1
2024-08-22,Easing,4.081280511522263,3.5099630052946758,4.822240829486936,5.300565499808346,1.7906024945136698,1
2024-08-23,Easing,4.0602160103272364,3.5092354697863994,4.8216363343625686,5.300428944289543,1.7911934745031433,1
2024-08-26,Easing,4.055174654607827,3.5090886462755013,4.820835782021616,5.300735053318839,1.7916464070433373,1
2024-08-27,Easing,4.047129999632475,3.50828230173388,4.8199959129246075,5.300959369453839,1.7926770677199588,1
2024-08-28,Easing,4.076652560334012,3.507106221716219,4.818161013961153,5.3006551911581,1.793548969441881,1
2024-08-29,Easing,4.027625730767863,3.50548168494979,4.8165465696655865,5.300528289307078,1.795046604357288,1
2024-08-30,Easing,3.9967599087651022,3.503550512590367,4.815224192700724,5.300341183673345,1.7967906710829782,1
2024-09-03,Easing,3.9148866913626224,3.5013089309314545,4.813308378449136,5.299320703228203,1.7980117722967481,1
2024-09-04,Easing,3.890379362151596,3.4996499920034756,4.811241264895224,5.2987414831613,1.7990914911578244,1
2024-09-05,Easing,3.916862869335109,3.499948553619779,4.815046916256006,5.302475697380498,1.8025271437607184,1
2024-09-06,Easing,3.896552661293769,3.499390045058299,4.8120502422553315,5.301854176696588,1.8024641316382888,1
2024-09-09,Easing,3.8772501258922674,3.4969610067231884,4.8077743695129636,5.300999388294826,1.8040383815716372,1
2024-09-10,Easing,3.909155881355713,3.495809236396214,4.811657250215999,5.305513092307088,1.8097038559108736,1
2024-09-11,Easing,3.8900671650270384,3.4966815769212163,4.814608464217484,5.309011932553645,1.8123303556324286,1
2024-09-12,Easing,3.873183202821697,3.496103848784789,4.8118378615641335,5.308314235654875,1.8122103868700865,1
2024-09-13,Easing,3.881113088342652,3.493297088757565,4.807956736073422,5.307089975058922,1.813792886301357,1
2024-09-16,Easing,3.917818870500458,3.4923832374611017,4.811344646901104,5.310740114607803,1.8183568771467016,1
2024-09-17,Easing,3.9286531098182236,3.490019931827523,4.806337903747044,5.309176571469631,1.8191566396421077,1
2024-09-18,Easing,3.941331062828677,3.4888173481037708,4.809762322991066,5.312205541377066,1.8233881932732956,1
2024-09-19,Easing,3.917189990567492,3.4878274083530645,4.809166428407085,5.311952088717488,1.8241246803644238,1
2024-09-20,Easing,3.944371034797155,3.484827662730823,4.803730535839822,5.308424989552517,1.823597326821694,1
2024-09-23,Easing,3.9763009099348894,3.479980819419475,4.798566701182769,5.305865187899272,1.8258843684797972,1
2024-09-24,Tightening,3.976571066798871,3.4707571786571325,4.7881446014456355,5.300194798965528,1.8294376203083953,1
2024-09-25,Tightening,3.95559378912078,3.438939655015397,4.739645803158954,5.265768415486093,1.826828760470696,1
2024-09-26,Tightening,3.955443510276581,3.388068160709204,4.6771121516087595,5.218672733931175,1.8306045732219713,1
2024-09-27,Tightening,3.9185345289131694,3.32979230321444,4.623531311559322,5.172872048028866,1.843079744814426,1
2024-09-30,Tightening,3.9110505409177962,3.2608571290369612,4.556093421254786,5.110054227603424,1.8491970985664627,1
2024-10-01,Tightening,3.936849900039882,3.182944043822493,4.475637823228464,5.028002439489704,1.8450583956672109,1
2024-10-02,Tightening,3.962095919109337,3.113284493518921,4.3998491592502855,4.943016111891577,1.829731618372656,1
2024-10-03,Tightening,3.932893190541783,3.047153622071413,4.314764890804482,4.844925720125326,1.7977720980539136,1
2024-10-04,Tightening,3.9370158165261335,2.9892235414044666,4.227685999073746,4.740782127617478,1.7515585862130112,1
2024-10-07,Tightening,3.948353085590578,2.953839163038621,4.159839670861427,4.651239795390081,1.69740063235146,1
2024-10-08,Tightening,3.882367257870365,2.926212208820309,4.086737885908747,4.559461322661976,1.633249113841667,1
2024-10-09,Tightening,3.858731342858341,2.8999269389024223,4.008347997266478,4.465521481478163,1.5655945425757407,1
2024-10-10,Tightening,3.8820936323649455,2.8779529970158473,3.936150848745559,4.379990511495914,1.502037514480067,1
2024-10-11,Tightening,3.822914880181086,2.849543744664752,3.851490727357838,4.284770769485479,1.435227024820727,1
2024-10-15,Tightening,3.845409425012998,2.8157063226806174,3.7615482067205814,4.185398019595351,1.369691696914734,1
2024-10-16,Tightening,3.83183385140434,2.7851005318068727,3.6841042019996877,4.098854818665883,1.3137542868590102,1
2024-10-17,Tightening,3.817733345000313,2.7601522948767525,3.6217704691331907,4.027921774060672,1.2677694791839191,1
2024-10-18,Tightening,3.8121136493526784,2.7334188753722537,3.5583500843169373,3.956170098427571,1.2227512230553175,1
2024-10-21,Tightening,3.841570384952507,2.7083201728656636,3.5022793878253644,3.8920918600323025,1.1837716871666388,1
2024-10-22,Tightening,3.838229146563304,2.6767496953585233,3.4360034480792816,3.817089180132787,1.1403394847742638,0
2024-10-23,Tightening,3.827628746589731,2.643105215089099,3.369437547257283,3.740995284731474,1.097890069642375,0
2024-10-24,Tightening,3.817330815352518,2.6109597958450954,3.3077503468503116,3.6690270158975977,1.0580672200525023,0
2024-10-25,Tightening,3.9004333114867995,2.587423934391748,3.2629532035942193,3.6145360104975772,1.0271120761058294,0
2024-10-28,Tightening,3.9173840738938175,2.570561017211428,3.22929244373049,3.571972374923708,1.0014113577122798,0
2024-10-29,Tightening,3.912223157228201,2.571469910033076,3.227859312867987,3.5646684976406826,0.9931985876076066,0
2024-10-30,Tightening,3.933983910198018,2.582720821029577,3.243291315141363,3.5771061954500203,0.9943853744204434,0
2024-10-31,Tightening,3.911127917529001,2.59552687208525,3.260642115527278,3.5936559169312856,0.9981290448460358,0
2024-11-01,Tightening,3.958708710167426,2.592315952480283,3.247797647261865,3.579238251859919,0.986922299379636,0
2024-11-04,Tightening,3.904381078697496,2.5801561925424417,3.2221123966769194,3.5505405303633832,0.9703843378209416,0
2024-11-05,Tightening,3.898063816196743,2.56390237791884,3.191805584282405,3.5159884736815536,0.9520860957627137,0
2024-11-06,Tightening,3.921624004183438,2.546314909091195,3.161179323244932,3.4803250165562014,0.9340101074650065,0
2024-11-07,Tightening,3.8974512000523474,2.531005354817568,3.1336290718051765,3.4468445169981416,0.9158391621805735,0
2024-11-08,Tightening,3.922559542634392,2.517482036245715,3.109197744904459,3.4166610082693842,0.8991789720236691,0
2024-11-12,Tightening,3.946308991461839,2.5059065206700537,3.088578080966733,3.3907630259507764,0.8848565052807227,0
2024-11-13,Tightening,3.93902162771526,2.4978000944920575,3.0724009471815332,3.369420697218973,0.8716206027269155,0
2024-11-14,Tightening,3.924896869146531,2.4926705084154763,3.0603205228407346,3.352752674427074,0.8600821660115976,0
2024-11-15,Tightening,3.932126487822453,2.4893849264662795,3.051106755147715,3.3396185083675936,0.850233581901314,0
2024-11-18,Tightening,3.908069740564103,2.487053499876535,3.0439109111832283,3.3292073787074847,0.8421538788309499,0
2024-11-19,Tightening,3.8689697354105954,2.4849433178002234,3.0378347610404965,3.320530486584052,0.8355871687838285,0
2024-11-20,Tightening,3.8547250372387856,2.4824784950738583,3.032230236449209,3.312870915523579,0.8303924204497206,0
2024-11-21,Tightening,3.831747919150735,2.480290271869593,3.027590639833011,3.3065059890732496,0.8262157172036564,0
2024-11-22,Tightening,3.8331854015750126,2.4788984543171653,3.0241900475962877,3.301589112790176,0.8226906584730109,0
2024-11-25,Tightening,3.841051674239433,2.478082434167608,3.0216858422934045,3.2977998726646227,0.8197174384970145,0
2024-11-26,Tightening,3.8814959669972913,2.4919537016425304,3.0478281501675055,3.3266308147765464,0.834677113134016,0
2024-11-27,Tightening,3.8629313265184777,2.5084713904988836,3.0771514293362965,3.3599225412491656,0.851451150750282,0
2024-11-29,Tightening,3.8318627847069857,2.5273834083666413,3.1120890184050807,3.4008346097868176,0.8734512014201763,0
2024-12-02,Tightening,3.863277859679642,2.554685121741326,3.165749545094026,3.4632486436171357,0.9085635218758097,0
2024-12-03,Tightening,3.885356966421236,2.5960492013327023,3.248535889565317,3.558086275904648,0.9620370745719455,0
2024-12-04,Tightening,3.903906739816083,2.6304498709515913,3.312698465912751,3.634445208366878,1.0039953374152866,0
2024-12-05,Tightening,3.917455632159527,2.660799466646502,3.3706984917908067,3.7042787002117525,1.0434792335652507,0
2024-12-06,Tightening,3.871629063802427,2.6920517680396188,3.432262827335102,3.776983807179221,1.0849320391396025,0
2024-12-09,Tightening,3.859828732750591,2.7172890006788766,3.4802628820399333,3.834757147385639,1.1174681467067624,0
2024-12-10,Tightening,3.874651981975768,2.729854346304474,3.5018364599954164,3.8636828709630557,1.1338285246585817,0
2024-12-11,Tightening,3.868422993104202,2.7365646985401564,3.513465794768961,3.880280948543846,1.1437162500036897,1
2024-12-12,Tightening,3.8447704870845456,2.726156903783463,3.489607193649547,3.8581088431858968,1.1319519394024335,1
2024-12-13,Tightening,3.850087322149839,2.709264520976255,3.455819180892332,3.8229907305295945,1.1137262095533393,0
2024-12-16,Tightening,3.821114048238519,2.686024281158568,3.4093178142303024,3.7720854483861657,1.0860611672275975,0
2024-12-17,Tightening,3.845706037554536,2.665629547680156,3.3693554033205224,3.7263741027911452,1.0607445551109893,0
2024-12-18,Tightening,3.855861410440117,2.6501790717970706,3.338412150937345,3.6893597465006662,1.0391806747035957,0
2024-12-19,Tightening,3.862643143381258,2.6322625225988396,3.3009521462378157,3.644820180653113,1.0125576580542734,0
2024-12-20,Tightening,3.849614415734744,2.614894038448761,3.264824786495244,3.6013703383768823,0.9864762999281211,0
2024-12-23,Tightening,3.83584407767482,2.598639302338689,3.2315533327249666,3.56090207527534,0.9622627729366511,0
2024-12-24,Tightening,3.8322264912143904,2.5846527393542376,3.20286623026299,3.525297593284072,0.9406448539298347,0
2024-12-26,Tightening,3.831603957916012,2.5727440405991833,3.178281673326392,3.494313532214363,0.9215694916151795,0
2024-12-27,Tightening,3.860268245171693,2.5627019223900303,3.1577231346578474,3.468067491291916,0.9053655689018858,0
2024-12-30,Tightening,3.861717778947251,2.5551148854788446,3.1416742630132206,3.447031447110642,0.8919165616317972,0
2024-12-31,Tightening,3.8463025187979225,2.5482023766637516,3.1275993909087205,3.4287438899074365,0.8805415132436849,0
2025-01-02,Tightening,3.851262464370233,2.54192819469057,3.1155954938252464,3.413193410802194,0.8712652161116243,0
2025-01-03,Tightening,3.8352978934370094,2.536558736909767,3.10558034006542,3.4001383170579076,0.8635795801481407,0
2025-01-06,Tightening,3.85646681688766,2.5326600592958153,3.0979899243705105,3.389922893571919,0.8572628342761037,0
2025-01-07,Tightening,3.863897996267899,2.530116405595951,3.0924369591412386,3.3821412474943156,0.8520248418983645,0
2025-01-08,Tightening,3.880254216165418,2.529229145766196,3.089188675453926,3.377016992875168,0.8477878471089721,0
2025-01-09,Tightening,3.871019384802616,2.5292565490186036,3.0872818127851898,3.3736203937464815,0.8443638447278778,0
2025-01-10,Tightening,3.8505095037888575,2.529729337398213,3.0862919169147918,3.3715180004248575,0.8417886630266445,0
2025-01-13,Tightening,3.879703681871055,2.531948013536298,3.0875093760629895,3.3717940953234145,0.8398460817871163,0
2025-01-14,Tightening,3.911558838325057,2.5353356830222866,3.0900915566733644,3.3736735766798973,0.8383378936576107,0
2025-01-15,Tightening,3.9458197256662295,2.538858065054138,3.0931292148818037,3.3763511530800785,0.8374930880259406,0
2025-01-16,Tightening,3.926862590477388,2.5402465915834584,3.094102875038205,3.37733266781163,0.8370860762281715,0
2025-01-17,Tightening,3.927275435268549,2.539194824478641,3.0928632124541093,3.3762951618069446,0.8371003373283035,0
2025-01-21,Tightening,3.916707602684912,2.53708659507604,3.0906873634967282,3.374222256052363,0.837135660976323,0
2025-01-22,Tightening,3.898808833867032,2.5342594965260123,3.087644264130085,3.3711262370341526,0.8368667405081402,0
2025-01-23,Tightening,3.8999514099884243,2.531541462481764,3.0847164383328165,3.3679986241941116,0.8364571617123477,0
2025-01-24,Tightening,3.918593996304671,2.5297354367610385,3.082702639353244,3.3656612079423107,0.8359257711812722,0
2025-01-27,Tightening,3.899169522313869,2.528453517440244,3.0811591933961813,3.363802438091251,0.8353489206510072,0
2025-01-28,Tightening,3.896722559979576,2.5259810376001157,3.0783574796043887,3.3608622819274068,0.834881244327291,0
2025-01-29,Tightening,3.9257181273334147,2.52300630375349,3.0751978780197433,3.3575746814840377,0.8345683777305477,0
2025-01-30,Tightening,3.9238903497941022,2.5203579955188102,3.072325911854685,3.3544573366360915,0.8340993411172812,0
2025-01-31,Tightening,3.927526506555444,2.5176623843120005,3.0693250692247402,3.3511927294741657,0.8335303451621652,0
2025-02-03,Tightening,3.862352772740089,2.5159704035120236,3.0673768713057754,3.3488784820250417,0.8329080785130181,0
2025-02-04,Tightening,3.875232590771004,2.5146540381493714,3.065587739503668,3.346699210403629,0.8320451722542574,0
2025-02-05,Tightening,3.868963969119535,2.513084198186987,3.063583945234342,3.3444026905989763,0.8313184924119894,0
2025-02-06,Tightening,3.829820575999947,2.5099133632434683,3.059936438503947,3.3406146791220497,0.8307013158785814,0
2025-02-07,Tightening,3.868480457589447,2.5062559176232893,3.055923277166166,3.3363894442552278,0.8301335266319385,0
2025-02-10,Tightening,3.8136054703172686,2.5038220085739797,3.053084440633722,3.3330909614954503,0.8292689529214705,0
2025-02-11,Tightening,3.774646186220736,2.502580020333555,3.0513326070934985,3.3308023401462554,0.8282223198127006,0
2025-02-12,Tightening,3.7906532868403744,2.5025167010489686,3.0507838399604164,3.3297409632539647,0.8272242622049961,0
2025-02-13,Tightening,3.8154542745224376,2.50475047201304,3.0526319907769164,3.3310464024199007,0.8262959304068609,0
2025-02-14,Tightening,3.810537784929145,2.5067486276627755,3.05413296059574,3.332279175795625,0.8255305481328494,0
2025-02-18,Tightening,3.817277619087476,2.507189646699321,3.0542806617128004,3.3324587340163645,0.8252690873170434,0
2025-02-19,Tightening,3.787783093521744,2.507777818349076,3.054843953227863,3.333027686091172,0.8252498677420959,0
2025-02-20,Tightening,3.7962951372831233,2.50826791751023,3.0552734536835326,3.3334610480139544,0.8251931305037243,0
2025-02-21,Tightening,3.802942913869521,2.5081882308707226,3.055196268221587,3.3334557823769826,0.82526755150626,0
2025-02-24,Tightening,3.778184539209773,2.5063784314435007,3.05342420585933,3.331897768157631,0.8255193367141302,0
2025-02-25,Tightening,3.740142764599468,2.503158318913987,3.0503571478444647,3.329050989289421,0.8258926703754339,0
2025-02-26,Tightening,3.818699330139935,2.4990090189203302,3.047191490777302,3.3263519992988875,0.8273429803785572,0
2025-02-27,Tightening,3.826778280166044,2.492264418104177,3.040788169057386,3.3202789646580304,0.8280145465538533,0
2025-02-28,Tightening,3.851129141227654,2.4850511317172215,3.033704088237627,3.313199227988773,0.8281480962715517,0
2025-03-03,Tightening,3.875682744027788,2.477359176989372,3.025925820943747,3.3052532940376484,0.8278941170482765,0
2025-03-04,Tightening,3.875141552267652,2.474943917071004,3.0279780151929065,3.3081899397768444,0.8332460227058403,0
2025-03-05,Tightening,3.8657192496409527,2.4701378166257264,3.0240929404744654,3.3045725349378055,0.834434718312079,0
2025-03-06,Tightening,3.883049270062962,2.465371142637275,3.018909008636304,3.299211502176157,0.8338403595388821,0
2025-03-07,Tightening,3.9295478111124913,2.4613236230182527,3.0138672489963816,3.2936388785688577,0.832315255550605,0
2025-03-10,Tightening,3.9877282461025256,2.4587044074278426,3.0099587860737245,3.2889057730161015,0.830201365588259,0
2025-03-11,Tightening,3.98933504815466,2.4552290431461192,3.005203608725995,3.2835534285554573,0.8283243854093381,0
2025-03-12,Tightening,3.953600247576408,2.452160317679546,3.0010452474487153,3.2787172920392855,0.8265569743597396,0
2025-03-13,Tightening,3.942293587776142,2.4507695532545126,2.9985408227442916,3.275338245033839,0.8245686917793265,0
2025-03-14,Tightening,3.992094880124348,2.4495059100820407,2.9962300418395067,3.2723437650485687,0.8228378549665281,0
2025-03-17,Tightening,3.999784602601066,2.449287627489404,2.9951217130175505,3.2705405476675615,0.8212529201781575,0
2025-03-18,Tightening,4.0936232770379375,2.449963976618283,2.9949220576157014,3.26969128818462,0.819727311566337,0
2025-03-19,Tightening,4.054941059836996,2.4572301168363433,3.00607033257156,3.281490000947425,0.8242598841110818,0
2025-03-20,Tightening,4.097387191489151,2.460156867566063,3.0095826001923944,3.285571132882451,0.8254142653163878,0
2025-03-21,Tightening,4.052710918471929,2.4594021043266117,3.008663176096803,3.285316978137943,0.8259148738113313,0
2025-03-24,Tightening,4.120265184391144,2.4569224500561093,3.005806655800195,3.2827962299589064,0.8258737799027971,0
2025-03-25,Tightening,4.105745548760855,2.4646351162893816,3.019302088436252,3.2974968352568936,0.832861718967512,0
2025-03-26,Tightening,4.0429443983796265,2.4685485376868543,3.0239310221375812,3.302750536784932,0.8342019990980778,0
2025-03-27,Tightening,4.010636982147115,2.4762695631188194,3.035611696871601,3.315930601646684,0.8396610385278644,0
2025-03-28,Tightening,4.031818175295151,2.4798924310562165,3.039160648430006,3.3202500914153017,0.8403576603590852,0
2025-03-31,Tightening,4.015251333443035,2.478550110491324,3.0365398092681963,3.318290660137463,0.8397405496461392,0
2025-04-01,Tightening,4.050562274488164,2.4738282821777493,3.03039520584483,3.3124219322111133,0.838593650033364,0
2025-04-02,Tightening,4.046714236682572,2.4665961711386197,3.021746089956424,3.3037033537949867,0.837107182656367,0
2025-04-03,Tightening,4.026970538306236,2.4681487441997674,3.028808932707063,3.3117551270492456,0.8436063828494782,0
2025-04-04,Tightening,4.006773692450926,2.4629568919659937,3.0242722354133567,3.307995111208886,0.8450382192428925,0
2025-04-07,Tightening,4.001075941638447,2.4525415936766155,3.0135687312603863,3.2980984342809263,0.8455568406043108,0
2025-04-08,Tightening,4.019570625252052,2.4425486872329953,3.0026334074397307,3.286879117106256,0.8443304298732608,0
2025-04-09,Tightening,4.01439153326754,2.435944646013759,2.99440282192997,3.277406499475762,0.8414618534620031,0
2025-04-10,Tightening,3.991272808329733,2.434515387588446,2.990534641130147,3.2714968751022644,0.8369814875138184,0
2025-04-11,Tightening,4.00378783396286,2.4370711961336533,2.9904645642781134,3.269398343247753,0.8323271471140998,0
